policy,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment_name,scenario,seed,duration
57,-624,1,6,-8,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.585,0.264,0.298,0.646,0.398,2.191,0.2,0.348,0.316,0.826,0.331,0.8,0.652,0.684,0.174,0.669,31.988,51.125,49.288,122.097,48.523,0.404,60.604,0.2,0.241,0.255,0.16,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
58,-607,-344,-251,-833,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.596,0.488,0.241,0.099,0.767,2.191,0.203,0.644,0.255,0.127,0.639,0.797,0.356,0.745,0.873,0.361,32.592,94.633,39.819,18.729,93.538,0.374,55.862,0.127,0.305,0.315,0.509,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
59,-572,-355,-519,-453,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.619,0.495,0.408,0.323,0.346,2.191,0.211,0.654,0.432,0.413,0.288,0.789,0.346,0.568,0.587,0.712,33.835,96.02,67.471,61.083,42.183,0.4,60.118,0.211,0.199,0.206,0.475,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
60,-803,-610,-442,-97,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.469,0.661,0.192,0.705,0.165,2.191,0.16,0.873,0.203,0.901,0.137,0.84,0.127,0.797,0.099,0.863,25.631,128.177,31.75,133.146,20.071,0.455,67.755,0.137,0.388,0.394,0.488,5.0,3.0,3.0,3.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
61,-955,-331,-519,-746,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.37,0.479,0.423,0.382,0.536,2.191,0.126,0.633,0.449,0.488,0.446,0.874,0.367,0.551,0.512,0.554,20.232,92.993,70.053,72.132,65.403,0.429,64.163,0.126,0.19,0.197,0.638,5.0,5.0,1.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
62,320,-154,-506,-31,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,1.199,0.364,0.53,0.018,0.08,2.191,0.409,0.481,0.562,0.023,0.067,0.591,0.519,0.438,0.977,0.933,65.514,70.672,87.699,3.383,9.769,0.308,47.407,0.023,0.387,0.387,0.253,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
63,-578,320,702,-346,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.615,0.056,0.053,0.397,1.07,2.191,0.21,0.074,0.056,0.507,0.891,0.79,0.926,0.944,0.493,0.109,33.621,10.897,8.725,74.955,130.469,0.348,51.734,0.056,0.476,0.484,0.487,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
64,-995,111,375,-576,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.344,0.192,0.129,0.518,1.007,2.191,0.117,0.254,0.137,0.663,0.838,0.883,0.746,0.863,0.337,0.162,18.812,37.254,21.421,97.912,122.782,0.402,59.636,0.117,0.382,0.392,0.514,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
65,-208,-298,-721,-140,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.856,0.458,0.576,0.29,0.011,2.191,0.292,0.605,0.61,0.371,0.009,0.708,0.395,0.39,0.629,0.991,46.762,88.832,95.338,54.822,1.368,0.377,57.424,0.009,0.32,0.321,0.342,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
66,-687,76,468,-73,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.544,0.215,0.046,0.645,0.741,2.191,0.186,0.284,0.049,0.825,0.616,0.814,0.716,0.951,0.175,0.384,29.75,41.667,7.649,121.852,90.289,0.392,58.241,0.049,0.397,0.405,0.326,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
67,292,98,551,-15,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,1.181,0.2,0.007,0.047,0.757,2.191,0.403,0.265,0.007,0.059,0.63,0.597,0.735,0.993,0.941,0.37,64.52,38.893,1.086,8.785,92.27,0.273,41.111,0.007,0.463,0.466,0.239,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
68,-999,-66,0,-967,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.342,0.307,0.258,0.267,1.017,2.191,0.117,0.406,0.274,0.341,0.847,0.883,0.594,0.726,0.659,0.153,18.67,59.575,42.724,50.402,124.05,0.397,59.084,0.117,0.308,0.321,0.508,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
69,-962,-102,-617,-464,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.366,0.33,0.636,0.57,0.289,2.191,0.125,0.436,0.674,0.728,0.241,0.875,0.564,0.326,0.272,0.759,19.984,64.115,105.236,107.611,35.288,0.441,66.447,0.125,0.295,0.298,0.536,5.0,3.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
70,-871,-304,-722,-137,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.425,0.462,0.573,0.723,0.009,2.191,0.145,0.61,0.607,0.924,0.007,0.855,0.39,0.393,0.076,0.993,23.216,89.588,94.8,136.583,1.051,0.459,69.048,0.007,0.397,0.401,0.508,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
71,-962,21,-713,-496,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.366,0.251,0.778,0.549,0.248,2.191,0.125,0.331,0.825,0.702,0.206,0.875,0.669,0.175,0.298,0.794,19.984,48.603,128.8,103.682,30.216,0.438,66.257,0.125,0.351,0.346,0.548,5.0,3.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
72,-104,-334,-225,-104,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.923,0.481,0.23,0.246,0.31,2.191,0.315,0.636,0.244,0.315,0.258,0.685,0.364,0.756,0.685,0.742,50.456,93.372,38.098,46.474,37.824,0.353,53.245,0.244,0.185,0.19,0.192,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
73,-965,-333,-1,-919,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.364,0.481,0.085,0.276,0.986,2.191,0.124,0.635,0.09,0.353,0.82,0.876,0.365,0.91,0.647,0.18,19.877,93.245,14.104,52.121,120.167,0.404,59.903,0.09,0.381,0.39,0.554,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
74,-385,-141,-1,-585,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.741,0.356,0.21,0.116,0.768,2.191,0.253,0.47,0.223,0.148,0.64,0.747,0.53,0.777,0.852,0.36,40.476,69.033,34.762,21.921,93.696,0.347,51.978,0.148,0.274,0.284,0.278,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
75,-439,-95,6,-160,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.706,0.326,0.235,0.427,0.497,2.191,0.241,0.43,0.249,0.546,0.413,0.759,0.57,0.751,0.454,0.587,38.558,63.232,38.959,80.725,60.569,0.376,56.409,0.241,0.154,0.169,0.175,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
76,-168,-306,-455,-231,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.882,0.463,0.398,0.205,0.243,2.191,0.301,0.612,0.422,0.262,0.202,0.699,0.388,0.578,0.738,0.798,48.183,89.841,65.857,38.74,29.661,0.36,54.456,0.202,0.217,0.217,0.29,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
77,-220,114,-73,-217,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.848,0.19,0.423,0.248,0.482,2.191,0.289,0.251,0.448,0.317,0.402,0.711,0.749,0.552,0.683,0.598,46.336,36.875,69.946,46.842,58.826,0.341,51.765,0.251,0.122,0.119,0.156,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
78,-971,-153,-15,-624,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.36,0.364,0.211,0.472,0.785,2.191,0.123,0.48,0.224,0.603,0.653,0.877,0.52,0.776,0.397,0.347,19.664,70.546,34.978,89.073,95.678,0.417,61.988,0.123,0.266,0.276,0.441,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
79,-37,126,305,-296,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.967,0.182,0.185,0.078,0.78,2.191,0.33,0.241,0.196,0.099,0.649,0.67,0.759,0.804,0.901,0.351,52.835,35.362,30.566,14.678,95.044,0.303,45.697,0.099,0.32,0.326,0.191,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
80,288,-159,-576,-74,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,1.178,0.368,0.572,0.011,0.063,2.191,0.402,0.485,0.606,0.014,0.052,0.598,0.515,0.394,0.986,0.948,64.378,71.303,94.692,2.033,7.629,0.312,48.007,0.014,0.415,0.415,0.274,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
81,-567,-624,-465,-778,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.622,0.67,0.198,0.109,0.592,2.191,0.212,0.885,0.209,0.139,0.493,0.788,0.115,0.791,0.861,0.507,34.012,129.943,32.718,20.571,72.219,0.388,57.893,0.139,0.357,0.366,0.608,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
82,-881,134,-14,-201,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.418,0.177,0.397,0.688,0.51,2.191,0.143,0.234,0.421,0.88,0.425,0.857,0.766,0.579,0.12,0.575,22.86,34.353,65.75,129.954,62.233,0.42,63.03,0.143,0.312,0.317,0.308,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
83,-593,239,382,-145,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.606,0.109,0.208,0.537,0.731,2.191,0.206,0.144,0.221,0.687,0.609,0.794,0.856,0.779,0.313,0.391,33.089,21.112,34.44,101.473,89.179,0.373,55.858,0.144,0.311,0.319,0.34,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
84,-912,225,584,-325,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.398,0.118,0.068,0.628,0.98,2.191,0.136,0.156,0.072,0.802,0.815,0.864,0.844,0.928,0.198,0.185,21.759,22.877,11.199,118.537,119.453,0.396,58.765,0.072,0.426,0.435,0.511,5.0,3.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
85,-873,-335,-749,-588,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.424,0.482,0.57,0.431,0.284,2.191,0.144,0.636,0.604,0.551,0.237,0.856,0.364,0.396,0.449,0.763,23.144,93.498,94.369,81.462,34.654,0.435,65.425,0.144,0.246,0.249,0.636,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
86,-570,-400,-887,-809,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.621,0.524,0.618,0.091,0.338,2.191,0.212,0.692,0.655,0.116,0.281,0.788,0.308,0.345,0.884,0.719,33.906,101.695,102.224,17.133,41.232,0.391,59.238,0.116,0.321,0.326,0.667,5.0,3.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
87,-805,-61,-520,-136,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.468,0.304,0.599,0.681,0.139,2.191,0.159,0.401,0.635,0.87,0.116,0.841,0.599,0.365,0.13,0.884,25.56,58.944,99.211,128.604,16.981,0.436,65.86,0.116,0.361,0.364,0.38,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
88,-922,232,385,-200,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.392,0.113,0.202,0.715,0.769,2.191,0.134,0.15,0.214,0.914,0.64,0.866,0.85,0.786,0.086,0.36,21.404,21.994,33.364,135.11,93.776,0.41,61.13,0.134,0.392,0.4,0.435,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
89,-891,401,-46,-263,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.412,0.004,0.592,0.654,0.53,2.191,0.14,0.005,0.627,0.836,0.441,0.86,0.995,0.373,0.164,0.559,22.505,0.682,97.92,123.57,64.611,0.41,61.858,0.005,0.415,0.42,0.4,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
90,-308,-89,-258,-66,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.791,0.322,0.411,0.403,0.264,2.191,0.27,0.425,0.435,0.516,0.22,0.73,0.575,0.565,0.484,0.78,43.211,62.475,68.009,76.183,32.197,0.373,56.415,0.22,0.16,0.162,0.18,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
91,-614,-579,-481,-73,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.592,0.641,0.237,0.598,0.124,2.191,0.202,0.846,0.252,0.764,0.103,0.798,0.154,0.748,0.236,0.897,32.343,124.268,39.281,112.89,15.078,0.433,64.772,0.103,0.369,0.378,0.437,5.0,3.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
92,-686,359,-358,-992,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.545,0.031,0.767,0.047,0.801,2.191,0.186,0.041,0.813,0.06,0.667,0.814,0.959,0.187,0.94,0.333,29.786,5.979,126.97,8.908,97.659,0.353,53.86,0.041,0.491,0.487,0.599,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
93,-991,172,5,-913,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.347,0.152,0.41,0.297,0.986,2.191,0.118,0.201,0.434,0.379,0.82,0.882,0.799,0.566,0.621,0.18,18.954,29.561,67.794,56.05,120.167,0.391,58.505,0.118,0.329,0.335,0.52,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
94,-497,-127,55,-828,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.668,0.347,0.183,0.031,0.963,2.191,0.228,0.458,0.194,0.04,0.801,0.772,0.542,0.806,0.96,0.199,36.498,67.267,30.244,5.839,117.393,0.344,51.448,0.04,0.404,0.416,0.377,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
95,-615,-576,-447,-989,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.591,0.639,0.217,0.003,0.741,2.191,0.202,0.843,0.23,0.004,0.617,0.798,0.157,0.77,0.996,0.383,32.307,123.89,35.946,0.56,90.368,0.379,56.614,0.004,0.431,0.442,0.657,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
96,-593,-636,-207,-777,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.606,0.678,0.022,0.126,0.759,2.191,0.206,0.895,0.023,0.162,0.632,0.794,0.105,0.977,0.838,0.368,33.089,131.456,3.668,23.885,92.587,0.384,56.937,0.023,0.456,0.461,0.553,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
97,-362,5,-415,-200,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.756,0.261,0.574,0.351,0.249,2.191,0.258,0.345,0.608,0.449,0.207,0.742,0.655,0.392,0.551,0.793,41.293,50.621,95.015,66.362,30.374,0.373,56.733,0.207,0.218,0.213,0.246,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
98,-935,86,-351,-913,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.383,0.208,0.585,0.26,0.754,2.191,0.131,0.275,0.62,0.333,0.628,0.869,0.725,0.38,0.667,0.372,20.943,40.406,96.844,49.175,91.953,0.397,59.864,0.131,0.272,0.27,0.571,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
99,-998,-365,-585,-361,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.342,0.501,0.444,0.66,0.243,2.191,0.117,0.662,0.471,0.844,0.202,0.883,0.338,0.529,0.156,0.798,18.705,97.281,73.496,124.675,29.661,0.459,68.764,0.117,0.325,0.333,0.577,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
100,-522,149,-106,-656,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.652,0.167,0.467,0.159,0.746,2.191,0.222,0.221,0.495,0.203,0.621,0.778,0.779,0.505,0.797,0.379,35.61,32.461,77.262,30.023,91.002,0.352,53.272,0.203,0.25,0.252,0.358,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
101,-104,-360,-231,-409,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.923,0.498,0.217,0.048,0.505,2.191,0.315,0.658,0.23,0.061,0.42,0.685,0.342,0.77,0.939,0.58,50.456,96.65,35.946,9.031,61.52,0.337,50.721,0.061,0.317,0.329,0.276,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
102,-499,-321,-442,-840,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.667,0.473,0.38,0.024,0.648,2.191,0.227,0.624,0.402,0.031,0.539,0.773,0.376,0.598,0.969,0.461,36.427,91.732,62.844,4.611,78.956,0.365,54.914,0.031,0.316,0.328,0.526,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
103,-470,-74,-793,-223,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.686,0.312,0.768,0.407,0.018,2.191,0.234,0.412,0.814,0.52,0.015,0.766,0.588,0.186,0.48,0.985,37.457,60.583,127.186,76.797,2.24,0.399,60.853,0.015,0.38,0.378,0.39,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
104,-933,-566,-209,-657,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.385,0.632,0.069,0.425,0.68,2.191,0.131,0.835,0.073,0.544,0.566,0.869,0.165,0.927,0.456,0.434,21.014,122.629,11.415,80.357,82.918,0.43,63.666,0.073,0.357,0.365,0.591,5.0,4.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
105,-880,-80,-289,-193,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.419,0.316,0.437,0.693,0.326,2.191,0.143,0.418,0.463,0.885,0.272,0.857,0.582,0.537,0.115,0.728,22.896,61.34,72.313,130.813,39.805,0.436,65.433,0.143,0.304,0.307,0.361,5.0,4.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
106,-551,-575,-210,-157,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.633,0.638,0.064,0.502,0.354,2.191,0.216,0.843,0.068,0.642,0.295,0.784,0.157,0.932,0.358,0.705,34.58,123.764,10.554,94.843,43.213,0.413,61.391,0.068,0.374,0.383,0.373,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
107,-433,-125,-570,-767,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.71,0.345,0.59,0.029,0.517,2.191,0.242,0.456,0.626,0.037,0.43,0.758,0.544,0.374,0.963,0.57,38.771,67.015,97.705,5.47,63.026,0.358,54.397,0.037,0.313,0.311,0.474,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
108,-936,-632,-216,-409,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.383,0.675,0.031,0.589,0.514,2.191,0.13,0.891,0.032,0.752,0.428,0.87,0.109,0.968,0.248,0.572,20.907,130.952,5.067,111.171,62.709,0.447,66.161,0.032,0.414,0.419,0.548,5.0,3.0,2.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
109,-922,-79,-488,-778,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.392,0.316,0.567,0.34,0.577,2.191,0.134,0.417,0.601,0.434,0.481,0.866,0.583,0.399,0.566,0.519,21.404,61.214,93.832,64.152,70.396,0.413,62.2,0.134,0.198,0.193,0.567,5.0,5.0,1.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
110,-562,-94,-258,-199,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.626,0.325,0.408,0.482,0.351,2.191,0.213,0.43,0.432,0.616,0.292,0.787,0.57,0.568,0.384,0.708,34.19,63.106,67.471,91.038,42.737,0.397,59.708,0.213,0.185,0.191,0.278,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
111,-759,-63,-794,-752,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.498,0.305,0.776,0.251,0.362,2.191,0.17,0.403,0.823,0.32,0.301,0.83,0.597,0.177,0.68,0.699,27.193,59.196,128.477,47.333,44.085,0.403,61.257,0.17,0.284,0.279,0.592,5.0,4.0,3.0,4.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
112,-620,-542,-463,-772,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.588,0.616,0.25,0.147,0.59,2.191,0.2,0.814,0.265,0.188,0.491,0.8,0.186,0.735,0.812,0.509,32.13,119.602,41.326,27.814,71.902,0.392,58.555,0.188,0.305,0.315,0.599,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
113,-707,-118,0,-529,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.531,0.341,0.224,0.362,0.733,2.191,0.181,0.45,0.238,0.462,0.61,0.819,0.55,0.762,0.538,0.39,29.04,66.132,37.13,68.326,89.338,0.388,57.993,0.181,0.209,0.223,0.338,5.0,5.0,2.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
114,-934,87,126,-449,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.384,0.208,0.276,0.561,0.763,2.191,0.131,0.274,0.292,0.718,0.635,0.869,0.726,0.708,0.282,0.365,20.978,40.28,45.629,106.015,92.983,0.41,61.177,0.131,0.291,0.299,0.399,5.0,4.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
115,-232,-332,-1,-217,1.863,0.437,0.333,0.767,0.167,2.933,0.757,0.944,0.782,1.201,0.84,0.48,0.086,0.256,0.529,2.191,0.286,0.634,0.091,0.327,0.441,0.714,0.366,0.909,0.673,0.559,45.91,93.119,14.212,48.315,64.532,0.356,53.218,0.091,0.265,0.279,0.196,5.0,5.0,3.0,5.0,"Sup. Dem. Deficit, Energy & Sup. PerCap. GINI",rep_scen_HIGH,1,47.0
